DOI;Code ;Analysis_ID;Référence;Authors;Year;Journal;Country;Types of study;N;Population;Sexe;Population subgroup;Inclusion criteria;Sous-groupe d'analyse;Age;AgeForAnalysis_Mean;SDAnalysis;MinAge;MaxAge;Sous-groupe_d'analyse;Degre_de_relation;BMI;BMI_Mean;BMI_SD;BMI_Min;BMI_Max;Type_of_sport_practice;Subcategory_of_sport;Sport_name;Sport_level;Sporting_population;Sous-groupe_d'analyse;Exercise_frequency;Freq_Mean;Freq_SD;Freq_Min;Freq_Max;Freq_Unit;Freq_Base;Years_of_experience;Exp_Mean;Exp_SD;Exp_Min;Exp_Max;Exp_Unit;ACADS ;VD;Measure_VD;CLASS;sub-class_1;sub-class_2;sub-class_3;sub-class_4;Measure_VI;CLASS.1;sub-class_1;sub-class_2;sub-class_3;sub-class_4;Mediator;Measure_Mediator;Moderator;Measure_Moderator;Type_of_analysis;N_mobilise_dans_les analyse;Sous-groupe_d'analyse;;VI;sub-class_Final_VD;sub-class_Final_VI;Degre_de_relation;Multiplicity_analyse;Degre_r;Signe_p;Degre_p ;Degre_beta;Degre_RS;Index;Resultat_de_relation;Sous-groupe_d'analyse2;Authors_conclusions;Limites;Perspectives;Notes 
10.1590/0047-2085000000389;29;491;Cunha, M. C. F. D., Junqueira, A. C. P., Carvalho, P. H. B. D., & Laus, M. F. (2022). Disordered eating behaviors among CrossFit athletes. Jornal Brasileiro de Psiquiatria, 71(4), 280-287. https://doi.org/10.1590/0047-2085000000389;Franco da Cunha, M.C., Costa Pereira Junqueira, A., Berbert de Carvalho, P.H., & Laus, M.F.;2022;Jornal Brasileiro de Psiquiatria ;Brazil;Cross-sectional studies;194;Athletes;Mixed;N.A.;Aged between 18 and 40 years, and be enrolled in the crossfit modality in a specialized gym, with a minimum frequency of practice of 6 months. Individuals who practiced other sports that favor hypertrophy in addition to crossfit and belonging to special groups, such as pregnant or nursing Female, indidviuals with any medical condition tha could have direct or indirect influence on physical appearance, elite athletes, were excluded. ;male;M=29.79, SD=5.43;29.79;5.43;;;Male;male r=.16, N.S.;M=27.72kg/m², SD=3.06;27.72;3.06;;;Individual sport;Power;Crossfit;Amateur;N.A.;male;N.A.;;;;;;;Minimum frequency of 6 months;;;6;;months;EDNOS;Oral control;Eating Attitude Test (EAT-26);DEAB;Compensatory behavior;Oral control;;;Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3);Sociocultural factor related to DEAB;Media exposure;Media information;;;N.A.;N.A.;N.A.;N.A.;Correlation;103;male;;Media information;Oral control;Media information;male r=.16, N.S.;simple;0.16;;;;;;NS;male;The predictors of disordered eating for Female were BMI, age, drive for muscularity and the general internalization of socially etablished ideals, and for male it was the muscularity-oriented behaviors. ;First, the sample may not be representative of the Brazilian population, as it was carried out in a single city in a single state. Second, there is a need to study other constructs, such as body dissatisfaction, which can predict other aspects of disordered eating in this population. Third, reported weight en height may be a bias, depiste being a common finding in body image  and eating behavior studies? Finally, even though the EAT-26 is frequently used in Brazil, the measure is not validated for adults in the country. Moreover, the EAT-26 appears to be a more focused instrument for investigating the symptoms of disordered eating often seen in Female, while recent studies have shown that disordered eating among male has its own characteristics.;Performance is directly related to diet, some disordered nutritional strategies can impair this performance and increase the risk of eating disorders in athletes. ;
10.1590/0047-2085000000389;29;492;Cunha, M. C. F. D., Junqueira, A. C. P., Carvalho, P. H. B. D., & Laus, M. F. (2022). Disordered eating behaviors among CrossFit athletes. Jornal Brasileiro de Psiquiatria, 71(4), 280-287. https://doi.org/10.1590/0047-2085000000389;Franco da Cunha, M.C., Costa Pereira Junqueira, A., Berbert de Carvalho, P.H., & Laus, M.F.;2022;Jornal Brasileiro de Psiquiatria ;Brazil;Cross-sectional studies;194;Athletes;Mixed;N.A.;Aged between 18 and 40 years, and be enrolled in the crossfit modality in a specialized gym, with a minimum frequency of practice of 6 months. Individuals who practiced other sports that favor hypertrophy in addition to crossfit and belonging to special groups, such as pregnant or nursing Female, indidviuals with any medical condition tha could have direct or indirect influence on physical appearance, elite athletes, were excluded. ;NA;M=29.79, SD=5.43;29.79;5.43;;;Female;"Female
Step 1 age-IMC R²=.23
Step 1-age 𝛃=-.42
Step 1-IMC 𝛃=.19
Step 2-age-IMC-drive for muscularity R²=.36
Step 2-age 𝛃=-.42
Step 2-IMC 𝛃=.16
Step 2-drive for muscularity 𝛃=.36
Step 3-age-IMC-drive for muscularity R²=.40
Step 3-age 𝛃=-.38
Step 3-IMC 𝛃=.20
Step 3-drive for muscularity 𝛃=.32
Muscular athletic internalization 𝛃=-.57
General internalization 𝛃=.25";M=27.72kg/m², SD=3.06;27.72;3.06;;;Individual sport;Power;Crossfit;Amateur;N.A.;NA;N.A.;;;;;;;Minimum frequency of 6 months;;;6;;months;EDNOS;Eating disorders;Eating Attitude Test (EAT-26);DEAB;Eating disorders;;;;"years
Kg/m²
Drive for Muscularity Scale (DMS)
Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3)";Multiple;;;;;N.A.;N.A.;N.A.;N.A.;Hierarchical regression;91;NA;;"Age 
IMC
Drive for muscularity
Muscular/athletic internalization
General internalization";Eating disorders;;"Female
Step 1 age-IMC R²=.23
Step 1-age 𝛃=-.42
Step 1-IMC 𝛃=.19
Step 2-age-IMC-drive for muscularity R²=.36
Step 2-age 𝛃=-.42
Step 2-IMC 𝛃=.16
Step 2-drive for muscularity 𝛃=.36
Step 3-age-IMC-drive for muscularity R²=.40
Step 3-age 𝛃=-.38
Step 3-IMC 𝛃=.20
Step 3-drive for muscularity 𝛃=.32
Muscular athletic internalization 𝛃=-.57
General internalization 𝛃=.25";multiple;;;;;;;NA;NA;The predictors of disordered eating for Female were BMI, age, drive for muscularity and the general internalization of socially etablished ideals, and for male it was the muscularity-oriented behaviors. ;First, the sample may not be representative of the Brazilian population, as it was carried out in a single city in a single state. Second, there is a need to study other constructs, such as body dissatisfaction, which can predict other aspects of disordered eating in this population. Third, reported weight en height may be a bias, depiste being a common finding in body image  and eating behavior studies? Finally, even though the EAT-26 is frequently used in Brazil, the measure is not validated for adults in the country. Moreover, the EAT-26 appears to be a more focused instrument for investigating the symptoms of disordered eating often seen in Female, while recent studies have shown that disordered eating among male has its own characteristics.;Performance is directly related to diet, some disordered nutritional strategies can impair this performance and increase the risk of eating disorders in athletes. ;
10.1590/0047-2085000000389;29;492;Cunha, M. C. F. D., Junqueira, A. C. P., Carvalho, P. H. B. D., & Laus, M. F. (2022). Disordered eating behaviors among CrossFit athletes. Jornal Brasileiro de Psiquiatria, 71(4), 280-287. https://doi.org/10.1590/0047-2085000000389;Franco da Cunha, M.C., Costa Pereira Junqueira, A., Berbert de Carvalho, P.H., & Laus, M.F.;2022;Jornal Brasileiro de Psiquiatria ;Brazil;Cross-sectional studies;194;Athletes;Mixed;N.A.;Aged between 18 and 40 years, and be enrolled in the crossfit modality in a specialized gym, with a minimum frequency of practice of 6 months. Individuals who practiced other sports that favor hypertrophy in addition to crossfit and belonging to special groups, such as pregnant or nursing Female, indidviuals with any medical condition tha could have direct or indirect influence on physical appearance, elite athletes, were excluded. ;NA;M=29.79, SD=5.43;29.79;5.43;;;Female;"Female
Step 1 age-IMC R²=.23
Step 1-age 𝛃=-.42
Step 1-IMC 𝛃=.19
Step 2-age-IMC-drive for muscularity R²=.36
Step 2-age 𝛃=-.42
Step 2-IMC 𝛃=.16
Step 2-drive for muscularity 𝛃=.36
Step 3-age-IMC-drive for muscularity R²=.40
Step 3-age 𝛃=-.38
Step 3-IMC 𝛃=.20
Step 3-drive for muscularity 𝛃=.32
Muscular athletic internalization 𝛃=-.57
General internalization 𝛃=.25";M=27.72kg/m², SD=3.06;27.72;3.06;;;Individual sport;Power;Crossfit;Amateur;N.A.;NA;N.A.;;;;;;;Minimum frequency of 6 months;;;6;;months;EDNOS;Eating disorders;Eating Attitude Test (EAT-26);DEAB;Eating disorders;;;;"years
Kg/m²
Drive for Muscularity Scale (DMS)
Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3)";Multiple;;;;;N.A.;N.A.;N.A.;N.A.;Hierarchical regression;91;NA;;"Age 
IMC
Drive for muscularity
Muscular/athletic internalization
General internalization";Eating disorders;Age;Step 1 - age 𝛃=-.42;multiple;;;;;;;NA;NA;The predictors of disordered eating for Female were BMI, age, drive for muscularity and the general internalization of socially etablished ideals, and for male it was the muscularity-oriented behaviors. ;First, the sample may not be representative of the Brazilian population, as it was carried out in a single city in a single state. Second, there is a need to study other constructs, such as body dissatisfaction, which can predict other aspects of disordered eating in this population. Third, reported weight en height may be a bias, depiste being a common finding in body image  and eating behavior studies? Finally, even though the EAT-26 is frequently used in Brazil, the measure is not validated for adults in the country. Moreover, the EAT-26 appears to be a more focused instrument for investigating the symptoms of disordered eating often seen in Female, while recent studies have shown that disordered eating among male has its own characteristics.;Performance is directly related to diet, some disordered nutritional strategies can impair this performance and increase the risk of eating disorders in athletes. ;
10.1590/0047-2085000000389;29;492;Cunha, M. C. F. D., Junqueira, A. C. P., Carvalho, P. H. B. D., & Laus, M. F. (2022). Disordered eating behaviors among CrossFit athletes. Jornal Brasileiro de Psiquiatria, 71(4), 280-287. https://doi.org/10.1590/0047-2085000000389;Franco da Cunha, M.C., Costa Pereira Junqueira, A., Berbert de Carvalho, P.H., & Laus, M.F.;2022;Jornal Brasileiro de Psiquiatria ;Brazil;Cross-sectional studies;194;Athletes;Mixed;N.A.;Aged between 18 and 40 years, and be enrolled in the crossfit modality in a specialized gym, with a minimum frequency of practice of 6 months. Individuals who practiced other sports that favor hypertrophy in addition to crossfit and belonging to special groups, such as pregnant or nursing Female, indidviuals with any medical condition tha could have direct or indirect influence on physical appearance, elite athletes, were excluded. ;NA;M=29.79, SD=5.43;29.79;5.43;;;Female;"Female
Step 1 age-IMC R²=.23
Step 1-age 𝛃=-.42
Step 1-IMC 𝛃=.19
Step 2-age-IMC-drive for muscularity R²=.36
Step 2-age 𝛃=-.42
Step 2-IMC 𝛃=.16
Step 2-drive for muscularity 𝛃=.36
Step 3-age-IMC-drive for muscularity R²=.40
Step 3-age 𝛃=-.38
Step 3-IMC 𝛃=.20
Step 3-drive for muscularity 𝛃=.32
Muscular athletic internalization 𝛃=-.57
General internalization 𝛃=.25";M=27.72kg/m², SD=3.06;27.72;3.06;;;Individual sport;Power;Crossfit;Amateur;N.A.;NA;N.A.;;;;;;;Minimum frequency of 6 months;;;6;;months;EDNOS;Eating disorders;Eating Attitude Test (EAT-26);DEAB;Eating disorders;;;;"years
Kg/m²
Drive for Muscularity Scale (DMS)
Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3)";Multiple;;;;;N.A.;N.A.;N.A.;N.A.;Hierarchical regression;91;NA;;"Age 
IMC
Drive for muscularity
Muscular/athletic internalization
General internalization";Eating disorders;IMC;Step 1 - IMC 𝛃=.19;multiple;;;;;;;NA;NA;The predictors of disordered eating for Female were BMI, age, drive for muscularity and the general internalization of socially etablished ideals, and for male it was the muscularity-oriented behaviors. ;First, the sample may not be representative of the Brazilian population, as it was carried out in a single city in a single state. Second, there is a need to study other constructs, such as body dissatisfaction, which can predict other aspects of disordered eating in this population. Third, reported weight en height may be a bias, depiste being a common finding in body image  and eating behavior studies? Finally, even though the EAT-26 is frequently used in Brazil, the measure is not validated for adults in the country. Moreover, the EAT-26 appears to be a more focused instrument for investigating the symptoms of disordered eating often seen in Female, while recent studies have shown that disordered eating among male has its own characteristics.;Performance is directly related to diet, some disordered nutritional strategies can impair this performance and increase the risk of eating disorders in athletes. ;
10.1590/0047-2085000000389;29;492;Cunha, M. C. F. D., Junqueira, A. C. P., Carvalho, P. H. B. D., & Laus, M. F. (2022). Disordered eating behaviors among CrossFit athletes. Jornal Brasileiro de Psiquiatria, 71(4), 280-287. https://doi.org/10.1590/0047-2085000000389;Franco da Cunha, M.C., Costa Pereira Junqueira, A., Berbert de Carvalho, P.H., & Laus, M.F.;2022;Jornal Brasileiro de Psiquiatria ;Brazil;Cross-sectional studies;194;Athletes;Mixed;N.A.;Aged between 18 and 40 years, and be enrolled in the crossfit modality in a specialized gym, with a minimum frequency of practice of 6 months. Individuals who practiced other sports that favor hypertrophy in addition to crossfit and belonging to special groups, such as pregnant or nursing Female, indidviuals with any medical condition tha could have direct or indirect influence on physical appearance, elite athletes, were excluded. ;NA;M=29.79, SD=5.43;29.79;5.43;;;Female;"Female
Step 1 age-IMC R²=.23
Step 1-age 𝛃=-.42
Step 1-IMC 𝛃=.19
Step 2-age-IMC-drive for muscularity R²=.36
Step 2-age 𝛃=-.42
Step 2-IMC 𝛃=.16
Step 2-drive for muscularity 𝛃=.36
Step 3-age-IMC-drive for muscularity R²=.40
Step 3-age 𝛃=-.38
Step 3-IMC 𝛃=.20
Step 3-drive for muscularity 𝛃=.32
Muscular athletic internalization 𝛃=-.57
General internalization 𝛃=.25";M=27.72kg/m², SD=3.06;27.72;3.06;;;Individual sport;Power;Crossfit;Amateur;N.A.;NA;N.A.;;;;;;;Minimum frequency of 6 months;;;6;;months;EDNOS;Eating disorders;Eating Attitude Test (EAT-26);DEAB;Eating disorders;;;;"years
Kg/m²
Drive for Muscularity Scale (DMS)
Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3)";Multiple;;;;;N.A.;N.A.;N.A.;N.A.;Hierarchical regression;91;NA;;"Age 
IMC
Drive for muscularity
Muscular/athletic internalization
General internalization";Eating disorders;Age;Step 2 - age 𝛃=-.42;multiple;;;;;;;NA;NA;The predictors of disordered eating for Female were BMI, age, drive for muscularity and the general internalization of socially etablished ideals, and for male it was the muscularity-oriented behaviors. ;First, the sample may not be representative of the Brazilian population, as it was carried out in a single city in a single state. Second, there is a need to study other constructs, such as body dissatisfaction, which can predict other aspects of disordered eating in this population. Third, reported weight en height may be a bias, depiste being a common finding in body image  and eating behavior studies? Finally, even though the EAT-26 is frequently used in Brazil, the measure is not validated for adults in the country. Moreover, the EAT-26 appears to be a more focused instrument for investigating the symptoms of disordered eating often seen in Female, while recent studies have shown that disordered eating among male has its own characteristics.;Performance is directly related to diet, some disordered nutritional strategies can impair this performance and increase the risk of eating disorders in athletes. ;
10.1590/0047-2085000000389;29;492;Cunha, M. C. F. D., Junqueira, A. C. P., Carvalho, P. H. B. D., & Laus, M. F. (2022). Disordered eating behaviors among CrossFit athletes. Jornal Brasileiro de Psiquiatria, 71(4), 280-287. https://doi.org/10.1590/0047-2085000000389;Franco da Cunha, M.C., Costa Pereira Junqueira, A., Berbert de Carvalho, P.H., & Laus, M.F.;2022;Jornal Brasileiro de Psiquiatria ;Brazil;Cross-sectional studies;194;Athletes;Mixed;N.A.;Aged between 18 and 40 years, and be enrolled in the crossfit modality in a specialized gym, with a minimum frequency of practice of 6 months. Individuals who practiced other sports that favor hypertrophy in addition to crossfit and belonging to special groups, such as pregnant or nursing Female, indidviuals with any medical condition tha could have direct or indirect influence on physical appearance, elite athletes, were excluded. ;NA;M=29.79, SD=5.43;29.79;5.43;;;Female;"Female
Step 1 age-IMC R²=.23
Step 1-age 𝛃=-.42
Step 1-IMC 𝛃=.19
Step 2-age-IMC-drive for muscularity R²=.36
Step 2-age 𝛃=-.42
Step 2-IMC 𝛃=.16
Step 2-drive for muscularity 𝛃=.36
Step 3-age-IMC-drive for muscularity R²=.40
Step 3-age 𝛃=-.38
Step 3-IMC 𝛃=.20
Step 3-drive for muscularity 𝛃=.32
Muscular athletic internalization 𝛃=-.57
General internalization 𝛃=.25";M=27.72kg/m², SD=3.06;27.72;3.06;;;Individual sport;Power;Crossfit;Amateur;N.A.;NA;N.A.;;;;;;;Minimum frequency of 6 months;;;6;;months;EDNOS;Eating disorders;Eating Attitude Test (EAT-26);DEAB;Eating disorders;;;;"years
Kg/m²
Drive for Muscularity Scale (DMS)
Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3)";Multiple;;;;;N.A.;N.A.;N.A.;N.A.;Hierarchical regression;91;NA;;"Age 
IMC
Drive for muscularity
Muscular/athletic internalization
General internalization";Eating disorders;IMC;Step 2 - IMC 𝛃=.16;multiple;;;;;;;NA;NA;The predictors of disordered eating for Female were BMI, age, drive for muscularity and the general internalization of socially etablished ideals, and for male it was the muscularity-oriented behaviors. ;First, the sample may not be representative of the Brazilian population, as it was carried out in a single city in a single state. Second, there is a need to study other constructs, such as body dissatisfaction, which can predict other aspects of disordered eating in this population. Third, reported weight en height may be a bias, depiste being a common finding in body image  and eating behavior studies? Finally, even though the EAT-26 is frequently used in Brazil, the measure is not validated for adults in the country. Moreover, the EAT-26 appears to be a more focused instrument for investigating the symptoms of disordered eating often seen in Female, while recent studies have shown that disordered eating among male has its own characteristics.;Performance is directly related to diet, some disordered nutritional strategies can impair this performance and increase the risk of eating disorders in athletes. ;
10.1590/0047-2085000000389;29;492;Cunha, M. C. F. D., Junqueira, A. C. P., Carvalho, P. H. B. D., & Laus, M. F. (2022). Disordered eating behaviors among CrossFit athletes. Jornal Brasileiro de Psiquiatria, 71(4), 280-287. https://doi.org/10.1590/0047-2085000000389;Franco da Cunha, M.C., Costa Pereira Junqueira, A., Berbert de Carvalho, P.H., & Laus, M.F.;2022;Jornal Brasileiro de Psiquiatria ;Brazil;Cross-sectional studies;194;Athletes;Mixed;N.A.;Aged between 18 and 40 years, and be enrolled in the crossfit modality in a specialized gym, with a minimum frequency of practice of 6 months. Individuals who practiced other sports that favor hypertrophy in addition to crossfit and belonging to special groups, such as pregnant or nursing Female, indidviuals with any medical condition tha could have direct or indirect influence on physical appearance, elite athletes, were excluded. ;NA;M=29.79, SD=5.43;29.79;5.43;;;Female;"Female
Step 1 age-IMC R²=.23
Step 1-age 𝛃=-.42
Step 1-IMC 𝛃=.19
Step 2-age-IMC-drive for muscularity R²=.36
Step 2-age 𝛃=-.42
Step 2-IMC 𝛃=.16
Step 2-drive for muscularity 𝛃=.36
Step 3-age-IMC-drive for muscularity R²=.40
Step 3-age 𝛃=-.38
Step 3-IMC 𝛃=.20
Step 3-drive for muscularity 𝛃=.32
Muscular athletic internalization 𝛃=-.57
General internalization 𝛃=.25";M=27.72kg/m², SD=3.06;27.72;3.06;;;Individual sport;Power;Crossfit;Amateur;N.A.;NA;N.A.;;;;;;;Minimum frequency of 6 months;;;6;;months;EDNOS;Eating disorders;Eating Attitude Test (EAT-26);DEAB;Eating disorders;;;;"years
Kg/m²
Drive for Muscularity Scale (DMS)
Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3)";Multiple;;;;;N.A.;N.A.;N.A.;N.A.;Hierarchical regression;91;NA;;"Age 
IMC
Drive for muscularity
Muscular/athletic internalization
General internalization";Eating disorders;Drive for muscularity;Step 2 - drive for muscularity 𝛃=.36;multiple;;;;;;;NA;NA;The predictors of disordered eating for Female were BMI, age, drive for muscularity and the general internalization of socially etablished ideals, and for male it was the muscularity-oriented behaviors. ;First, the sample may not be representative of the Brazilian population, as it was carried out in a single city in a single state. Second, there is a need to study other constructs, such as body dissatisfaction, which can predict other aspects of disordered eating in this population. Third, reported weight en height may be a bias, depiste being a common finding in body image  and eating behavior studies? Finally, even though the EAT-26 is frequently used in Brazil, the measure is not validated for adults in the country. Moreover, the EAT-26 appears to be a more focused instrument for investigating the symptoms of disordered eating often seen in Female, while recent studies have shown that disordered eating among male has its own characteristics.;Performance is directly related to diet, some disordered nutritional strategies can impair this performance and increase the risk of eating disorders in athletes. ;
10.1590/0047-2085000000389;29;492;Cunha, M. C. F. D., Junqueira, A. C. P., Carvalho, P. H. B. D., & Laus, M. F. (2022). Disordered eating behaviors among CrossFit athletes. Jornal Brasileiro de Psiquiatria, 71(4), 280-287. https://doi.org/10.1590/0047-2085000000389;Franco da Cunha, M.C., Costa Pereira Junqueira, A., Berbert de Carvalho, P.H., & Laus, M.F.;2022;Jornal Brasileiro de Psiquiatria ;Brazil;Cross-sectional studies;194;Athletes;Mixed;N.A.;Aged between 18 and 40 years, and be enrolled in the crossfit modality in a specialized gym, with a minimum frequency of practice of 6 months. Individuals who practiced other sports that favor hypertrophy in addition to crossfit and belonging to special groups, such as pregnant or nursing Female, indidviuals with any medical condition tha could have direct or indirect influence on physical appearance, elite athletes, were excluded. ;NA;M=29.79, SD=5.43;29.79;5.43;;;Female;"Female
Step 1 age-IMC R²=.23
Step 1-age 𝛃=-.42
Step 1-IMC 𝛃=.19
Step 2-age-IMC-drive for muscularity R²=.36
Step 2-age 𝛃=-.42
Step 2-IMC 𝛃=.16
Step 2-drive for muscularity 𝛃=.36
Step 3-age-IMC-drive for muscularity R²=.40
Step 3-age 𝛃=-.38
Step 3-IMC 𝛃=.20
Step 3-drive for muscularity 𝛃=.32
Muscular athletic internalization 𝛃=-.57
General internalization 𝛃=.25";M=27.72kg/m², SD=3.06;27.72;3.06;;;Individual sport;Power;Crossfit;Amateur;N.A.;NA;N.A.;;;;;;;Minimum frequency of 6 months;;;6;;months;EDNOS;Eating disorders;Eating Attitude Test (EAT-26);DEAB;Eating disorders;;;;"years
Kg/m²
Drive for Muscularity Scale (DMS)
Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3)";Multiple;;;;;N.A.;N.A.;N.A.;N.A.;Hierarchical regression;91;NA;;"Age 
IMC
Drive for muscularity
Muscular/athletic internalization
General internalization";Eating disorders;Age;Step 3 - age 𝛃=-.38;multiple;;;;;;;NA;NA;The predictors of disordered eating for Female were BMI, age, drive for muscularity and the general internalization of socially etablished ideals, and for male it was the muscularity-oriented behaviors. ;First, the sample may not be representative of the Brazilian population, as it was carried out in a single city in a single state. Second, there is a need to study other constructs, such as body dissatisfaction, which can predict other aspects of disordered eating in this population. Third, reported weight en height may be a bias, depiste being a common finding in body image  and eating behavior studies? Finally, even though the EAT-26 is frequently used in Brazil, the measure is not validated for adults in the country. Moreover, the EAT-26 appears to be a more focused instrument for investigating the symptoms of disordered eating often seen in Female, while recent studies have shown that disordered eating among male has its own characteristics.;Performance is directly related to diet, some disordered nutritional strategies can impair this performance and increase the risk of eating disorders in athletes. ;
10.1590/0047-2085000000389;29;492;Cunha, M. C. F. D., Junqueira, A. C. P., Carvalho, P. H. B. D., & Laus, M. F. (2022). Disordered eating behaviors among CrossFit athletes. Jornal Brasileiro de Psiquiatria, 71(4), 280-287. https://doi.org/10.1590/0047-2085000000389;Franco da Cunha, M.C., Costa Pereira Junqueira, A., Berbert de Carvalho, P.H., & Laus, M.F.;2022;Jornal Brasileiro de Psiquiatria ;Brazil;Cross-sectional studies;194;Athletes;Mixed;N.A.;Aged between 18 and 40 years, and be enrolled in the crossfit modality in a specialized gym, with a minimum frequency of practice of 6 months. Individuals who practiced other sports that favor hypertrophy in addition to crossfit and belonging to special groups, such as pregnant or nursing Female, indidviuals with any medical condition tha could have direct or indirect influence on physical appearance, elite athletes, were excluded. ;NA;M=29.79, SD=5.43;29.79;5.43;;;Female;"Female
Step 1 age-IMC R²=.23
Step 1-age 𝛃=-.42
Step 1-IMC 𝛃=.19
Step 2-age-IMC-drive for muscularity R²=.36
Step 2-age 𝛃=-.42
Step 2-IMC 𝛃=.16
Step 2-drive for muscularity 𝛃=.36
Step 3-age-IMC-drive for muscularity R²=.40
Step 3-age 𝛃=-.38
Step 3-IMC 𝛃=.20
Step 3-drive for muscularity 𝛃=.32
Muscular athletic internalization 𝛃=-.57
General internalization 𝛃=.25";M=27.72kg/m², SD=3.06;27.72;3.06;;;Individual sport;Power;Crossfit;Amateur;N.A.;NA;N.A.;;;;;;;Minimum frequency of 6 months;;;6;;months;EDNOS;Eating disorders;Eating Attitude Test (EAT-26);DEAB;Eating disorders;;;;"years
Kg/m²
Drive for Muscularity Scale (DMS)
Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3)";Multiple;;;;;N.A.;N.A.;N.A.;N.A.;Hierarchical regression;91;NA;;"Age 
IMC
Drive for muscularity
Muscular/athletic internalization
General internalization";Eating disorders;IMC;Step 3 - IMC 𝛃=.20;multiple;;;;;;;NA;NA;The predictors of disordered eating for Female were BMI, age, drive for muscularity and the general internalization of socially etablished ideals, and for male it was the muscularity-oriented behaviors. ;First, the sample may not be representative of the Brazilian population, as it was carried out in a single city in a single state. Second, there is a need to study other constructs, such as body dissatisfaction, which can predict other aspects of disordered eating in this population. Third, reported weight en height may be a bias, depiste being a common finding in body image  and eating behavior studies? Finally, even though the EAT-26 is frequently used in Brazil, the measure is not validated for adults in the country. Moreover, the EAT-26 appears to be a more focused instrument for investigating the symptoms of disordered eating often seen in Female, while recent studies have shown that disordered eating among male has its own characteristics.;Performance is directly related to diet, some disordered nutritional strategies can impair this performance and increase the risk of eating disorders in athletes. ;
10.1590/0047-2085000000389;29;492;Cunha, M. C. F. D., Junqueira, A. C. P., Carvalho, P. H. B. D., & Laus, M. F. (2022). Disordered eating behaviors among CrossFit athletes. Jornal Brasileiro de Psiquiatria, 71(4), 280-287. https://doi.org/10.1590/0047-2085000000389;Franco da Cunha, M.C., Costa Pereira Junqueira, A., Berbert de Carvalho, P.H., & Laus, M.F.;2022;Jornal Brasileiro de Psiquiatria ;Brazil;Cross-sectional studies;194;Athletes;Mixed;N.A.;Aged between 18 and 40 years, and be enrolled in the crossfit modality in a specialized gym, with a minimum frequency of practice of 6 months. Individuals who practiced other sports that favor hypertrophy in addition to crossfit and belonging to special groups, such as pregnant or nursing Female, indidviuals with any medical condition tha could have direct or indirect influence on physical appearance, elite athletes, were excluded. ;NA;M=29.79, SD=5.43;29.79;5.43;;;Female;"Female
Step 1 age-IMC R²=.23
Step 1-age 𝛃=-.42
Step 1-IMC 𝛃=.19
Step 2-age-IMC-drive for muscularity R²=.36
Step 2-age 𝛃=-.42
Step 2-IMC 𝛃=.16
Step 2-drive for muscularity 𝛃=.36
Step 3-age-IMC-drive for muscularity R²=.40
Step 3-age 𝛃=-.38
Step 3-IMC 𝛃=.20
Step 3-drive for muscularity 𝛃=.32
Muscular athletic internalization 𝛃=-.57
General internalization 𝛃=.25";M=27.72kg/m², SD=3.06;27.72;3.06;;;Individual sport;Power;Crossfit;Amateur;N.A.;NA;N.A.;;;;;;;Minimum frequency of 6 months;;;6;;months;EDNOS;Eating disorders;Eating Attitude Test (EAT-26);DEAB;Eating disorders;;;;"years
Kg/m²
Drive for Muscularity Scale (DMS)
Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3)";Multiple;;;;;N.A.;N.A.;N.A.;N.A.;Hierarchical regression;91;NA;;"Age 
IMC
Drive for muscularity
Muscular/athletic internalization
General internalization";Eating disorders;Drive for muscularity;Step 3 - drive for muscularity 𝛃=.32;multiple;;;;;;;NA;NA;The predictors of disordered eating for Female were BMI, age, drive for muscularity and the general internalization of socially etablished ideals, and for male it was the muscularity-oriented behaviors. ;First, the sample may not be representative of the Brazilian population, as it was carried out in a single city in a single state. Second, there is a need to study other constructs, such as body dissatisfaction, which can predict other aspects of disordered eating in this population. Third, reported weight en height may be a bias, depiste being a common finding in body image  and eating behavior studies? Finally, even though the EAT-26 is frequently used in Brazil, the measure is not validated for adults in the country. Moreover, the EAT-26 appears to be a more focused instrument for investigating the symptoms of disordered eating often seen in Female, while recent studies have shown that disordered eating among male has its own characteristics.;Performance is directly related to diet, some disordered nutritional strategies can impair this performance and increase the risk of eating disorders in athletes. ;
